35017
あなたは彼女を手伝わなければならない。|Tu dois l'aider.
大丈夫、気にしないで。|C'est bon, pas de quoi s'inquiéter.
彼女に真実を伝える気がしない。|Je n'ai pas envie de lui dire la vérité.
その買い物は現金で支払った。|J'ai réglé cet achat en espèces.
風呂が熱すぎるので水を埋めてぬるくする。|Comme le bain est trop chaud je vais couler de l'eau froide pour le refroidir.
マジで複雑だ！|С’est vachement compliqué !
次のバスに乗ります。|Je prendrai le prochain bus.
タクシーの数がこんなに多くなければ、交通事故はもっと減るだろう。|S'il n'y avait pas autant de taxis, il y aurait moins d'accidents.
ドイツからいつ帰国しましたか。|Quand es-tu rentré d'Allemagne ?
彼は深呼吸した。|Il prit une profonde inspiration.
酒で彼は身を崩した。|La boisson l'a conduit à sa perte.
夏はいつもマイアミに行ったものだ。|Les étés j'allais d'habitude à Miami.
一年半前、私はもう少しで死ぬところだった。|Il y a un an et demi, j'ai failli mourir.
王は処刑された。|Le roi fut exécuté.
グレンには二人の女性の友人がいます。|Glenn a deux amies.
彼はバスで奈良を訪れた。|Il a visité Nara en autobus.
必ず５時までにきなさい。|Venez absolument avant 5 heures.
私は買い物に来たものです。|Je ne suis qu'un client.
皆が一斉に喋っています。|Tout le monde parle en même temps.
祖父にちなんで彼をトーマスとなづけた。|Nous l'avons appelé Thomas comme son grand-père.
うちの犬がくしゃみするのは見たことあるけど、猫は一度もないな。|J'ai vu mon chien éternuer mais jamais mon chat.
文句を言うな。|Ne te plains pas.
アジアの宗教から閃きを得て、彼は複数の素晴らしい彫刻を生み出した。|Les religions asiatiques lui inspirèrent la création de magnifiques sculptures.
私は店で時計を修理してもらった。|J'ai fait réparer ma montre au magasin.
触るな！|Pas touche !
彼はどこからともなく現れた。|Il est apparu de nulle part.
弟のです。|C'est celui de mon frère.
ナイフをお借りできますか。|Puis-je emprunter votre couteau ?
お腹を空かせたその男は、食物をむさぼり食った。|L'homme affamé a dévoré la nourriture.
どうして返事をしないの？|Pourquoi tu ne réponds pas?
私が生きている間はあなたのご親切は決して忘れません。|Tant que je vivrai je n'oublierai jamais ta gentillesse.
彼は私に武器を向けた。|Il leva une arme contre moi.
留年しちゃうよ！|Je vais redoubler !
科学者達は新薬を発見し続けていますから、意識不明の人にも希望は常にあるのです。|Les scientifiques continuent de découvrir de nouveaux médicaments, il y a donc toujours de l'espoir pour les personnes dans le coma.
しかし、イエスはご自分の身体の神殿の事を言われたのである。|Mais le temple dont il avait parlé, c'était son corps.
ジャックの車は新型です。|La voiture de Jack est un modèle récent.
私の左腕がしびれている。|Mon bras gauche est engourdi.
君の知ったことか。|Mêle-toi de tes affaires.
明々白々だ。|C'est clair comme de l'eau de roche.
考えと感情はことばによって表される。|Les pensées et les sentiments s'expriment avec les mots.
会に出席するかどうかは彼に聞きなさい。|Demande-lui s'il va venir à la réunion.
彼は自分の農場で作物や牛を育てている。|Dans sa ferme, il pratique l'agriculture et élève du bétail.
それではテキストの１０ページを開いて下さい。|Et ouvrez votre livre de classe à la page dix.
彼は偉大な音楽家になる運命にあった。|Il était destiné à devenir un grand musicien.
サッカーは野球より人気だ。|Le football est plus populaire que le baseball.
ローマは一日にして成らず。|Rome ne s'est pas faite en un jour.
昨日、私が会った男性は、ヒルさんでした。|L'homme que j'ai rencontré hier était Monsieur Hill.
ポールはとても気持ちのいい男なので、すぐにだれにでも好かれる。|Paul est une personne tellement plaisante que tout le monde l'aime de suite.
スーザンは来ないかもしれないが、しかしベティーはきっと来ます。|Susan ne peut pas venir, mais Betty viendra certainement.
五大湖は飲み水を供給する。|Les Grands Lacs fournissent de l'eau potable.
私は日本が憲法第９条を守ることを希望します。|J'espère que le Japon se conformera à l'article 9 de sa Constitution.
だれでも良い点と悪い点を持っている。|Tout le monde a des bons et des mauvais côtés.
私は日曜日は必ずしも暇というわけではない。|Je ne suis pas toujours libre le dimanche.
いらないです。|Je n'en ai pas besoin.
彼は自転車を壁に立てかけた。|Il a déposé son vélo contre le mur.
彼女は家に遅く帰ったことを父親に謝った。|Elle s'excusa auprès de son père pour être rentrée si tard.
すごいじゃん。|Génial !
彼がいなくてがっかりです。|Je suis déçu qu'il ne soit pas là.
彼は二つの考えを一つに結び付けた。|Il a relié deux idées en une.
あなたはトムより上手くフランス語を話せると思っていました。|Je pensais que tu parlais français mieux que Tom.
今晩泊まりたいんだが、部屋はありますか。|Avez-vous une chambre libre pour la nuit ?
ぐぐってみるとやっぱり色んな人がいるね。|On trouve pas mal de gens en googlant un peu.
トムはピアノを弾いて失恋の悲しみを紛らそうとした。|Tom essayait d'oublier son chagrin d'amour en jouant du piano.
私は君の成功を保証できる。|Je peux vous assurer de votre succès.
桂子の両親は彼女を説き伏せて彼とのデートを思いとどまらせた。|Les parents de Keiko lui ont conseillé de renoncer à sortir avec lui.
彼は強い。|Il est fort.
彼はスキーで足を折った。|Il s'est cassé la jambe en skiant.
父は部屋にも庭にも見当たらなかった。|Je n'ai trouvé mon père ni dans sa chambre ni dans le jardin.
彼はあまりに腹を立てて、夕食を取るのも忘れてしまった。|Il était si furieux qu'il en oublia de dîner.
全てうまくいってますか。|Est-ce que tout est bien ?
知ってるよ。ついでに言えば、恵子とは「はとこ」だからね。|Je sais ! Et laisse-moi te dire que Keiko est ma cousine au SECOND degré.
お名前は？|Comment est-ce que tu t'appelles ?
でも可能性は低そうだね。|Mais la possibilité semble improbable.
英語の辞書なしで済ませることができますか。|Pouvez-vous vous débrouiller sans dictionnaire d'anglais ?
彼女が作ったケーキを試食した。|J'ai goûté le gâteau qu'elle a fait.
誰かがノックしているのが聞こえた。|J'ai entendu quelqu'un frapper.
これ以上仕事は引き受けたくない。|Je ne veux pas récupérer plus de travail.
ベスはこんな責任のある地位には向かない。|Beth n'est pas qualifiée pour un tel poste de responsabilité.
それはつらいだろうね。|Ça doit être dur pour toi.
私はもう行かなくてはなりません。|Il faut que j'y aille maintenant.
彼が忙しかったというのは本当だ。|Il dit vrai, il était occupé.
私はパソコンを修理してもらいました。|J'ai fait réparer mon ordinateur.
彼女のユニークな視点は状況を明らかにするのに貢献した。|Son point de vue unique a contribué à éclairer la situation.
歯科医は彼女の虫歯を引き抜いた。|Le dentiste a retiré sa dent cariée.
ちょっと待って、何しようとしてるの？|Attends, tu essaies de faire quoi là?
彼はせめて謝ってくれてもいいのに。|Il pourrait au moins s'excuser.
彼女は電話で私を非常に立腹させたので、私は彼女との電話をきった。|Elle m'a tellement énervé au téléphone, que je lui ai raccroché au nez.
彼女の突然の出発に私たちはみな驚いた。|Son départ soudain nous a tous surpris.
たまには頭を使えよ。|Utilise ta tête pour changer.
彼女の話は本当であるはずがない。彼女はよく嘘をつく。|Son histoire ne peut pas être vraie. Elle ment souvent.
けがをした腕を見せて下さい。|Montrez-moi votre bras blessé, s'il vous plaît.
トムくんは7才、メアリーさんは11才です。トムくんがメアリーさんより年上になるのは何年後でしょうか。|Tom a sept ans et Marie onze. Dans combien d’années Tom deviendra-t-il plus âgé que Marie ?
消え失せろ。|Disparais !
僕はまだマンゴーを食べたことがない。|Je n'ai jamais mangé de mangue auparavant.
月曜日は日曜日の次にくる。|Lundi vient après dimanche.
塩は料理人にとって必要なものだ。|Le sel est un ingrédient indispensable pour cuisiner.
先程、どういうわけかマイクが入りませんでした。|Pour une certaine raison le microphone ne marchait pas tout à l'heure.
私自身についていえば、クールな国際人になるより、心を開いた地球人でありたいのです。|Quant à moi, plutôt que d'essayer d'être un homme cosmopolite et sympa, j'aimerais être quelqu'un du terroir à l'esprit ouvert.
しかし人々はほとんど希望を持っていない。|Mais les gens ont peu d'espoir.
彼は言うことがなかったので、行ってしまいました。|Il n'avait rien à dire, alors il est parti.
君はがんばって忍耐を身に付けないといけない。|Tu dois t'exercer à la patience.
嘘だろ？|Sans blague ! ?
学生全員が出席した。|Tous les étudiants étaient présents.
ドアに指をはさみました。|Je me suis pincé le doigt dans la porte.
母の日にはどんな花を買ったらよいか知っていますか。|Savez-vous quel genre de fleurs acheter pour la fête des mères ?
その内気な少年はぼそぼそと自分の名前をつぶやいた。|Le garçon timide murmura son nom.
ただ霧だけしか見えなかった。|Je ne pouvais voir que du brouillard.
あれが私たちの野球場です。|C'est notre terrain de baseball.
この件に関して出来るだけの情報を報告してくれ。|Rapporte-moi toutes les informations que tu peux sur cette affaire.
彼女は４部屋のアパートを借りた。|Elle loua un appartement de quatre pièces.
彼はそうした問題をみんな楽々解いていった。|Il a résolu tous ces problèmes avec facilité.
私は野獣が恐い。|J'ai peur des bêtes sauvages.
彼女が僕にプレゼントをくれた。|Elle m'a donné un cadeau.
外で突然大きな物音がして私の瞑想は中断した。|Un bruit soudain venant du dehors interrompit ma méditation.
この品物は全部免税です。|Ces articles sont entièrement hors taxes.
今朝は寒く感じる。|Je ressens le froid ce matin.
猿は木に登る。|Les singes grimpent aux arbres.
私はアメリカ人です、でも私は日本語が少し話せます。|Je suis Américain, mais je peux parler un peu le japonais.
私は翌朝ニューヨークに向かう予定でした。|J'avais prévu de partir pour New-York le lendemain matin.
トムはとっとと金持ちになりたい。|Tom veut devenir très riche très vite.
教育は未来への投資である。|L'éducation est un investissement pour le futur.
そこ開けっ放しにしないで。|Ne le laissez pas ouvert.
彼女、最近まいっているみたいだ。|Elle semble abattue ces temps-ci.
日曜日に配達していますか。|Livrez-vous le dimanche ?
トムはメアリーの手足を粘着テープで縛った。|Tom a ligoté les membres de Mary avec du ruban adhésif.
彼が家を出るとすぐ、雨が降り出した。|Dès qu'il sortit de la maison, il commença à pleuvoir.
彼は人生の多くを海外で過ごした。|Il a vécu à l'étranger la majeure partie de sa vie.
誰もがその歌を知っていた。|Tout le monde savait la chanson.
英語はアメリカで話されている。|L'anglais est parlé en Amérique.
「ハムレット」はこれまでで最もおもしろい戯曲だと言われている。|On dit que "Hamlet" est la pièce la plus intéressante qui ait jamais été écrite.
かなり多くの人々がそのパーティーに来た。|Pas mal de monde est venu à la fête.
彼女は足が小さい。|Elle a de petits pieds.
彼は他言しないと約束した。|Il a promis de ne pas le dire.
いつもより尿の回数が多いです。|J'urine moins souvent que d'habitude.
忙しいなら無理して来なくてもいいからね。|Ne t’embête pas à venir si tu es occupé.
この本は読みやすい。|Ce livre est facile à lire.
３を４に加えると７になる。|En additionnant trois et quatre, vous obtenez sept.
私の夢は医者になることだ。|Mon rêve est de devenir médecin.
乗客は皆乗りましたか。|Tous les passagers sont-ils à bord ?
この額に入れると絵が引き立ちます。|Ce cadre met en valeur la toile.
大好き。|J’adore.
もちろんだよ！|Bien sûr !
彼の母親は彼が小さいときに亡くなったので、お祖母さんが彼を育てた。|Sa mère est morte quand il était jeune et sa grand-mère l'a élevé.
もしそれを知っていたとしたら来なかったんですけど。|Si j'avais su ça, je ne serais pas venu.
彼はその真実に気付いているようだ。|Il semble qu'il soit au courant des faits.
眠すぎて死にそう。|Je tombe de sommeil.
捨てたほうがいいですよ。|Il vaut mieux jeter cela.
五郎は親切にも私を病院へ連れて行ってくれた。|Goro a eu la gentillesse de m'emmener à l'hôpital.
丈を少し詰めていただけますか。|Pourriez-vous me le raccourcir un peu ?
彼女は泳げない。|Elle ne sait pas nager.
多くの若い女の子はその歌手が好きである。|Beaucoup de jeunes filles aiment ce chanteur.
ほとんどの学生はシラバスをあまりよく読まない。|Peu d'étudiants lisent à fond le plan de cours.
私たちよりあまり先に行かないように。|Ne va pas trop loin devant nous.
円を描いてくれ。|Trace un cercle.
すべての人間は自然に互いを憎み合う。|Tous les hommes se haïssent naturellement l'un l'autre.
悲しいお知らせがあります。|J’ai une triste nouvelle à vous annoncer.
食事にしませんか。|On va manger?
彼の名は私たちの町の、すべての人に知られている。|Son nom est connu de tous dans notre ville.
その少女は泣いてばかりいた。|La fille ne faisait que pleurer.
君はここに署名しさえすればいい。|Vous avez juste à signer ici.
子供がいますか。|Avez-vous des enfants ?
コンドルは動物園では決して育たない。|Les condors n'ont jamais été élevés au zoo.
象は鼻が長い。|Les éléphants ont une longue trompe.
人間の愚かさには必ず何か良い部分もあります。|Il y a toujours du bon dans la folie humaine.
テニスコートの脇に水飲み場がある。|Il y a une fontaine d'eau potable à côté du court de tennis.
誰もその真相を知らなかったらしい。|On dirait que personne ne connaissait la vérité.
永田さんのおかげです。|Merci à Monsieur Nagata.
原子力発電所の運転にはどんなに注意してもしすぎることはない。|Nous ne serons jamais trop prudents pour faire fonctionner une centrale nucléaire.
君は戦争が起こると思うかね。|Crois-tu que la guerre va commencer ?
彼はスープのお代わりをした。|On lui donna une seconde fois de la soupe.
その兄弟は憎みあっている。|Ces frères se détestent.
長い付き合いにかけは禁物。|Les bons comptes font les bons amis.
あなたは自分自身でそれをするべきだと私は思う。|Je pense que tu devrais le faire toi-même.
私は人前で話をするのが嫌いだ。|Je n'aime pas parler en public.
彼女は音楽の才能がある。|Elle a du talent pour la musique.
小麦粉を棚に入れて。|Mets la farine sur l'étagère.
さらに時間がたつとこれらの「クリオール」は独立した言語になった：すなわち、スペイン語、フランス語、イタリア語、などである。|Au fil du temps, ces dialectes devinrent des langues à part entière : l'espagnol, le français, l'italien, etc.
彼は死んでいるのではないかと危ぶまれている。|Ils craignent qu'il ne soit mort.
あなたはリンゴが好きですか、それともオレンジが好きですか。|Tu aimes les pommes ou les oranges ?
彼女はお年寄りに親切です。|Elle est gentille avec les personnes âgées.
フランス料理は私の甚だ好む所だ。|La cuisine française me plaît énormément.
好きな歌手とかいる？|Y a-t-il des chanteurs que tu aimes ?
その時あなたは学校にいましたか。|Étais-tu à l'école à ce moment-là ?
汚い行為の報いは必ず自分に返ってくる。|Une mauvaise action se retourne toujours contre vous.
彼はとても興奮したので、彼の言う事は全く意味を成さなかった。|Il s'est tellement excité que ce qu'il racontait ne voulait rien dire.
私は彼らがその銀行に入るのを見た。|Je les ai vus entrer dans la banque.
ここ座ってもいいですか？|Je peux m’asseoir ici ?
私は明日暇ではないでしょう。|Je ne serai pas libre demain.
ヒトラーはドイツを戦争に引き入れた。|Hitler conduisit l'Allemagne à la guerre.
あの記号、何という意味ですか。|Que signifie ce signe?
体重が気にかかる。|Mon poids me préoccupe.
泳ぎに行きたいものです。|Je voudrais aller nager.
両方一度にはできんよ。|Tu ne peux pas avoir le beurre et l'argent du beurre.
スミスさんは濃霧の中で道に迷った。|M. Smith a perdu son chemin dans l'épais brouillard.
トムのこと嫌いな人なんていないと思う。|Je ne pense pas que quiconque déteste Tom.
彼は机に向かって勉強している。|Il est à son bureau.
私は１９７２年に生まれました。|Je suis né en 1972.
娘が何か病気になったようだ。|Je pense que ma fille souffre de quelque chose.
霧が深かったので、歩いている人たちの姿を似分けるのは困難だった。|Comme il y avait du brouillard, il était difficile de distinguer les silhouettes des marcheurs.
彼はミュージシャンであることを誇りにしている。|Il est fier d'être musicien.
人間だれでも自分のしていることは何らかの重要性があると感じたい心理的要求を持っている。|Toute personne a un besoin psychologique de sentir que ce qu'elle fait a une quelconque importance.
残りはあなたにおまかせします。|Je vous laisse vous occuper du reste.
それこそ、英国民が女王に期待しているということなのです。|C'est ce que les Britanniques attendent de leur Reine.
病気のために本日は伺うことができませんでした。|À cause de ma maladie, je n'ai pu te rendre visite.
明日、パーティーに来ない？|Tu viens à la fête demain?
鮭を３切れ下さい。|Donnez-moi trois morceaux de saumon.
どのくらいしたらこのドレスはできあがりますか。|Dans combien de temps cette robe sera-t-elle prête ?
突然、明かりが消えた。|Tout à coup la lumière s'éteignit.
僕は家にいるよ。|Je resterai à la maison.
あの写真を見てください。|Regardez cette photo, s'il vous plaît.
医者は危険の可能性を警告する。|Les médecins nous ont avertis d'un probable danger.
やり過ぎだぞ。|Tu vas trop loin.
担当者とかわります。|Je vous transfère à la bonne personne.
大丈夫ですよ。|Pas de problème.
僕と席を替わってくれませんか。|Échangerez-vous des places avec moi ?
彼女は２、３分考えた。|Elle réfléchit pendant quelques minutes.
睡眠は生きるのに必要だ。|Il est impératif pour nous de bien dormir.
あなたにあげる物があります。|J'ai quelque chose à te donner.
彼は帽子をかぶっている。|Il porte un chapeau.
ええ本当に。素晴らしい時間を過ごすことができました。|Nous avons passé un très bon moment en effet.
重たい料理は苦手だ。|Je n'aime pas la nourriture grasse.
彼女にくびったけだったのは本当だ。|Il est vrai que j'étais fou amoureux d'elle.
ちょっと一休みしよう。|Reposons-nous.
彼らは船に危険を警告した。|Ils avertirent le navire du danger.
ボブは彼の部屋にたくさんの本を持っている。|Bob a de nombreux livres dans sa chambre.
私はその本が面白いとわかった。|J'ai trouvé ce livre intéressant.
いったん約束をしたら、守らなくてはいけない。|Une fois une promesse faite, il faut la respecter.
彼は自分の本を手に取った。|Il a pris son propre livre.
そういうわけで彼は学校に遅刻したのです。|Voilà pourquoi il était en retard à l'école.
ペルシャ猫がテーブルの下で眠っていた。|Un chat persan dormait sous la table.
私たち５人の中で、間違いなく彼女が一番多くの言語を話せる。|De nous cinq, c'est sûrement lui qui parle le plus de langues.
彼は縁の下の力持ちだ。|C'est un héros inconnu.
村の人たちが自然環境に関して話した議論は白熱した。|La discussion qu'ont eu les villageois au sujet de l'environnement a été assez animée.
彼女の利口なのには舌を巻く。|Je suis étonné par son habileté.
彼のあごを殴ってやった。|Je l'ai frappé au menton.
あなたはパリに行ったことがないのでしょう。|Tu n'es jamais allé à Paris, n'est-ce pas ?
あの汽車に乗らなきゃならない。|Tu dois prendre ce train.
姉妹がいますか。|Avez-vous des sœurs ?
仕事をしていますか。|Travaillez-vous ?
私達はスキーをしに山に行きました。|Nous sommes allés à la montagne pour skier.
私は彼に対抗して入札した。|Je parie contre lui.
警官みたいですね。|Tu as l'air d'un policier.
われわれは一度だけ死ぬ、そしてそんなにも永い間死ぬ。|On ne meurt qu'une fois et pour un bon bout de temps.
彼女は英語をとても上手に話します。|Elle parle très bien anglais.
すみません、洗濯機の使い方教えてもらえませんか？|Excusez-moi, pouvez-vous m’expliquer comment me servir de la machive à laver ?
彼女は子供が道路に飛び出すのを見て強くブレーキをかけた。|Elle freina brutalement quand elle vit un enfant se précipiter sur la route.
私はあなたの言うことがさっぱりわかりません。|Je ne comprends pas ce que tu veux dire.
こういうふうに彼は私を見てにっこりした。|Il m'a souri comme cela.
メールの返信が遅くなってごめんなさい。|Désolé de ma réponse tardive.
ひっかけ質問ですか？|Est-ce une question piège?
彼を私たちの代表として選ぶ。|Nous l'avons adopté comme notre représentant.
あなたは家へ帰らなければならない。|Rentrez à la maison.
弟の本を何冊か貸してあげよう。|Je vous prêterai quelques livres de mon frère.
彼はイエスといわないと思う。|Je pense qu'il ne dira pas oui.
彼はもう昔のような内気な少年ではない。|Il n'est plus le garçon timide qu'il était.
私はその仮説を支持した。|J'ai soutenu cette hypothèse.
こうしたことをじっくり考慮してから、推進者は法律案という形で計画案を提出するが、議会での批判に対処するために、ルートの変更を余儀なくさせられるかもしれない。|Après avoir pesé toutes ces considérations, les promoteurs présenteront leur plan sous la forme d'une proposition de loi; ils pourraient cependant être contraints de modifier leur itinéraire afin de prendre en compte les critiques formulées au Parlement.
あなたは筆者が言っていることを理解できますか。|Pouvez-vous donner du sens à ce que l'auteur veut dire ?
私は教室に一人でいた。|J’étais seul dans la salle de cours.
彼は全ての人が平等であることに賛成した。|Il était en faveur de l'égalité pour tous.
「助けて」という声が聞えるのです。私は笑っていました。|J'entendis une voix crier "À l'aide!". Je riais.
そちらには午後五時に到着します。|Je serai là-bas à cinq heures.
京都は訪れる価値がある。|Kyoto vaut la peine d'être visitée.
彼女は息子を車の中に一人にしておいた。|Elle a laissé son fils seul dans la voiture.
さっきの話はなかったことにしてください。|Oublie ce dont on a parlé tout à l’heure.
毎日彼らは太陽の神を幸せにするためにラマを殺した。|Ils tuaient un lama chaque jour pour satisfaire le dieu soleil.
洗い物を手伝いに行って下さい。|Va aider à faire la lessive, s'il te plait.
それは私たちが話していることです。|C'est ce dont nous parlons.
善良な市民は法律に従う。|Le bon citoyen obéit à la loi.
ワインに重税が課せられている。|De lourdes taxes frappent le vin.
もっと英語を話せばよかった。|J'aurais aimé parler plus en anglais.
６時に起きるのはかまわない。|Ça m'est égal de me lever à 6 heures.
あなたが帰ってくるまでには、私は寝ています。|Je serai couché à l'heure où tu rentreras.
彼は４０歳くらいです。|Il doit avoir la quarantaine.
切符を手にいれてください。|Donnez-moi un ticket, s'il vous plait.
彼は親切にも私に駅までの道を教えてくれた。|Il fut assez aimable de me montrer le chemin jusqu'à la station.
彼女はいつ教室を出たんですか？|Quand a-t-elle quitté la salle de classe ?
君は天使のような人だ！|T'es un ange !
彼はこっそりと歩いて家の裏手のドアへと回った。|Il se faufila jusqu'à la porte de derrière.
うん。|Ouais.
彼女は事実を知るに至った。|Elle en est venue à connaître la réalité.
牛は草を常食とする。|Le bétail se nourrit d'herbe.
ここへ電車で来ましたかそれともバスで来ましたか。|Tu es venu en train ou en bus ?
彼が耳の横で風船を割ったのでマジでびっくりした。|Il m'a fait une peur bleue en faisant éclater un ballon juste à côté de mon oreille.
夕食には刺し身をつくりましょう。|Faisons des sashimi pour le dîner.
この本を翻訳するのにどれくらい時間がかかりましたか。|Combien de temps avez-vous mis pour traduire ce livre ?
彼のことはまったく知りません。|Je ne sais rien de lui.
トムは四つんばいで進んだ。|Tom marchait à quatre pattes.
私はトヨタ車がほしい。|Je veux une Toyota.
その支配人は、私が求めていた正確な答えをくれた。|Le directeur a donné la réponse précise que j'attendais.
あれはババの声だ。|C'est la voix de Baba.
諦めないで。|N'abandonne pas.
住む場所を見つけた。|J'ai trouvé un lieu pour vivre.
この鶏の唐揚げをそのままにしておくのですか。|Laisseras-tu le poulet frit comme ça ?
彼が死んだあと子供達はどうなるのだろうか。|Que deviendront ses enfants après sa mort ?
あなたにはわからないかもしれないけど、あなたは私にとってかけがえのない存在なのよ。|Peut-être ne le sais-tu pas, mais personne ne pourrait te remplacer.
夕食に何作ろうかな。|Je me demande quoi faire à manger pour dîner.
風は種を遠くへ運ぶ。|Le vent transporte les graines sur de longues distances.
その機械は自動的に動く。|Cette machine fonctionne de manière autonome.
私は雨が降っても行くつもりだ。|J'ai l'intention d'y aller, même s'il pleut.
嘘から出た誠。|Beaucoup de vérités se disent en plaisantant.
彼は喜びに我を忘れた。|Il ne se sentait pas de joie.
喫煙は健康に悪い。|Fumer est mauvais pour la santé.
１台のトラックが道路を疾走していた。|Un camion roulait à toute vitesse sur la route.
犬がイスの上へ飛び上がり、５分間動かないでいた。|Un chien sauta sur la chaise et resta immobile pendant cinq minutes.
私はそれを買えるほど金持ちではない。|Je ne suis pas assez riche pour acheter ça.
あなたは北海道に行ったことがありますか。|Es-tu déjà allée à Hokkaido ?
長い夢からさめた。|Je me réveillai d'un long rêve.
夕飯の時間ですよ。|C'est l'heure de dîner.
二隻の船が同時に沈んだ。|Les deux bateaux sombrèrent immédiatement.
目を閉じてください。|Fermez les yeux.
彼は信用できます。|On peut lui faire confiance.
彼は現存する最高の芸術家である。|C'est le plus grand artiste vivant.
彼女は学生に英文法の基礎を十分に教え込んだ。|Elle a inculqué de solides bases de grammaire anglaise à ses étudiants.
彼は完全に間違っていた。|Il avait tout faux.
世界の人口は産業革命以来、３倍以上になった。|Depuis la Révolution Industrielle, la population mondiale a plus que triplé.
明日は休みだ。|Je travaille pas, demain.
私はあなたに害を与えるつもりはなかった。|Je ne te voulais aucun mal.
この店では酒類は売っていない。|On ne vend pas d'alcool dans ce magasin.
彼らは昨夜出発した。|Ils ont pris la route la nuit dernière.
彼は一生を研究にささげた。|Il consacra sa vie à ses études.
彼はしばしば父の車を運転する。|Il conduit souvent la voiture de son père.
トムには言わないでね。心配かけたくないから。|Le dis pas à Tom, hein. J’ai pas envie qu’il se fasse du souci pour moi.
彼の話は単純そのものだった。|Son histoire était la simplicité même.
その議論は成りたたない。|L'argument ne tiendra pas.
私がそれを信用していたら、最後は私が負けていただろう。|Je pense que je n'y perdrai pas sur le long terme.
私は時々映画を見に行く。|Je vais au cinéma de temps en temps.
彼は決して誘惑に負けなかった。|Il n'a jamais cédé à la tentation.
学生たちは夏休みが来るのが待ち遠しい。|Les étudiants sont impatients que les vacances d'été arrivent.
私は私の頭で考える。|Je pense avec ma tête.
象は非常に大きい動物である。|Un éléphant est un très grand animal.
私は独立記念日にはいつもここに来るの。|Je viens ici tous les 4 juillet.
マーケットが開いたとたんに火事がおきた。|Le feu a pris comme le marché ouvrait.
どちらの少年が正雄ですか。|Lequel de ces garçons est Masao ?
彼は肉を一切れ切り取った。|Il découpa une tranche de viande.
彼は右手を延ばした。|Il allongea son bras droit.
黒人は綿畑での労働を強制された。|Les noirs étaient contraints de travailler dans les champs de coton.
彼はまゆを上げて難色を示した。|Il montra sa désapprobation en levant un sourcil.
彼が黙っているのは罪を犯している事を意味していると思いますか。|Pensez-vous que son silence est signe de culpabilité ?
もう誰にも迷惑かけたくない。|Je ne veux plus causer de souci à personne.
冷たい風がふいていた。|Un vent froid soufflait.
世継ぎのいない王は発狂し、一族は毒に倒れた今、将軍が王座を奪うチャンスがついにやって来た。|Avec le roi sans héritier devenant fou et la famille royale empoisonnée, le général de l'armée avait enfin sa chance d'usurper le trône.
彼の行動は本当に私の神経にさわった。|Son comportement m'énerve vraiment.
私たちの先生は誠実な人なので、尊敬している。|Notre professeur est une personne sincère, aussi je me fie à lui.
彼は一日中うとうとしていた。|Il a sommeillé toute la journée.
日本の気候はどうですか。|Comment trouves-tu le climat du Japon ?
招待客の中には市長とその夫人がいた。|Parmi les invités, il y avait le maire et sa femme.
その氷は硬くて割れない。|La glace est trop dure à briser.
「自由・平等・博愛」はハイチ共和国の国是でもある。|« Liberté, Égalité, Fraternité » est aussi la devise de la République d'Haïti.
それはほんの１年前のことだった。|C'était seulement il y a un an.
彼はフランス語が得意です。まして英語はなおさらです。|Il est bon en français mais bien meilleur en anglais.
手が汚れている。ずっと自転車を修理していたから。|Mes mains sont sales. J'ai réparé ma bicyclette.
私は一人では買い物に行きたくない。|Je préférerais ne pas aller faire les courses seul.
彼は彼女と添い遂げられなかった。|Il fut dans l'incapacité de l'épouser.
熟したりんごが木から落ちた。|Une pomme mûre tomba de l'arbre.
飲み過ぎた！顔がむくんでる！|J'ai trop bu. Mon visage est bouffi.
彼女は自殺を企てた。|Elle a essayé de se suicider.
彼は棚に頭をぶつけた。|Il s'est cogné la tête contre l'étagère.
この部屋に椅子がありません。|Il n'y a aucune chaise dans cette chambre.
大きな声で話してください、聞こえませんでした。|Pouvez-vous parler plus fort je ne vous entends pas.
酔い止め飲んどきゃよかった。|J’aurais dû prendre des médicaments contre le mal de mer.
私は早くおきたくありませんでした。|Je ne voulais pas me lever tôt.
彼は俳優です。|C'est un acteur.
続いて彼はその機械の動かし方を実演してくれた。|Il poursuivit sa démonstration de l'utilisation de la machine.
私のコーヒーには砂糖を入れないで下さい。|Ne mets pas de sucre dans mon café.
ジムは女の子と親しくなるこつを知ってるみたいだ。|Jim semble connaître l'art de faire ami avec les filles.
私は毎日英語の勉強をする。|J'apprends l'anglais tous les jours.
私は彼に絶対に会いたくありません。|Je ne veux absolument pas le rencontrer.
目に何か入った。|J’ai quelque chose dans l’œil.
この音何？|C’est quoi, ce bruit ?
彼は自分の家庭が楽に暮らせるように日夜働いた。|Il a travaillé jour et nuit pour que sa famille vive dans le confort.
飛行機乗ったことある？|Tu as déjà pris l’avion ?
彼の失敗は私にとって良い教訓になりました。|Son échec m'a enseigné une bonne leçon.
彼は立った。|Il se leva.
右を向いてください。|Tournez à droite s'il vous plait.
この前中国へ行ったとき、上海を訪れた。|La dernière fois que je suis allé en Chine, j'ai visité Shanghai.
彼は古い木製のオールを壁にかけて飾っている。|Il accrocha une vieille rame en bois à son mur en guise de décoration.
このシャツはアイロンをかける必要がある。|Cette chemise doit être repassée.
できるだけ高く飛び上がるようにしなさい。|Essaie de sauter le plus haut possible.
